,imfs_7,imfs_6,imfs_5,imfs_4,imfs_3,imfs_2,imfs_1,imfs_0
0,269.8915935353342,18.02033750457613,24.84255806492139,21.78443699623261,3.4293528280168304,4.186228311189323,-3.3478124868405583,-0.5166947534299688
1,269.86714728389495,18.03289089558126,24.863754681289965,21.95214581521175,3.2747412483369787,4.750390555797955,-3.4739011989994526,0.7828307188866055
2,269.8426672164977,18.04377181557872,24.875697263614327,22.094779251972643,2.7746565324779073,4.460873590847979,-1.3770640232753533,0.5746183522860958
3,269.81815341261125,18.052980916820598,24.878276717831145,22.211384792660645,1.974505683713347,3.469355937911462,1.9928683017231785,-1.7775257632716162
4,269.7936059517043,18.060526955397055,24.87137584603771,22.300925573314775,0.9371825223375884,2.015324920060891,3.468199001299826,0.4028592298478202
5,269.7690249132454,18.0664210828121,24.85487531162095,22.362364473271533,-0.2744191313556423,0.3911497071344528,2.60069449695624,2.719889146314989
6,269.74441037670334,18.070674646994117,24.828681997305136,22.394637956105353,-1.5974054570725555,-1.1842095394671621,0.621230582502893,-3.078020563071133
7,269.71976242154653,18.07329899587303,24.792817811219194,22.39656745998394,-2.9688826345189865,-2.5148938503767706,-0.526571783665992,0.78790157993899
8,269.6950811303644,18.07430547425727,24.7473855609281,22.366893523640904,-4.325956843401396,-3.4050442562278156,-1.431249717898702,3.06858512833727
9,269.67036661230765,18.073705400392928,24.692511902469143,22.30433283733709,-5.605766556939985,-3.658769494138875,-2.836209535973137,-2.7201711654548304
10,269.6456190361428,18.07151003291206,24.628326150771844,22.207599432440425,-6.753859114203393,-3.1433045226732474,-2.9696945721502774,2.053803556759836
11,269.62083858540853,18.067730615673327,24.55495762076719,22.07540734031863,-7.748613962990532,-2.012233497109472,-0.4857274421033954,-0.13235925996427503
12,269.5960254438187,18.06237839236105,24.47253562738483,21.90647059233863,-8.57281941768194,-0.6184306185389404,1.906575047692831,-1.2227350673751851
13,269.5711797950857,18.055464606659935,24.38118948555593,21.699503219868458,-9.198564770965332,0.6428940903181282,2.336828190664935,1.0815053828122447
14,269.54630182292277,18.04700050225489,24.281048510210333,21.453219254275478,-9.598300451213378,1.4469631358249544,0.8895724025809947,0.1041948231440029
15,269.52139171104295,18.036997322830715,24.172242016278325,21.16633272692735,-9.760248574311769,1.7439939402991698,-0.9353361830419121,-0.8153729600247993
16,269.49644964315894,18.025466312072012,24.054899318691003,20.83777109263338,-9.692719515750989,1.5689504117875392,-1.4183810979289209,0.17756383533699913
17,269.47147580298423,18.01241871366348,23.92914973237803,20.4673309738395,-9.413800058800248,1.0023886530164405,-0.8512969731465578,0.2623331560651897
18,269.44647037423147,17.997865771289785,23.79512257227006,20.055084311904384,-8.944737221356357,0.29027593398569773,0.1729783907508892,-0.25306013307591096
19,269.4214335406137,17.981818728636163,23.652947153297195,19.60122415391875,-8.30733776022783,-0.21333670186723724,0.4314192676915214,0.4918316179377029
20,269.3963654858441,17.96428882938662,23.502752790390463,19.106467515568184,-7.526587079470607,-0.28845334017576285,-0.016675419290829364,-0.4081587822521426
21,269.3712663936354,17.945287317226388,23.344668798479532,18.572042808922,-6.633194201438476,-0.11544814857852218,-0.28237841337038133,0.12775544512410078
22,269.34613644770064,17.924825435840013,23.17882449249512,17.999279887178144,-5.637663354558316,0.034643044522982135,0.029537211833958042,-0.5255831650125649
23,269.3209758317532,17.902914428912283,23.005349187367326,17.38950860353502,-4.538430555819623,0.04960104939930172,0.24970053391132174,0.660380920941154
